epochs,loss,acc,val_loss,val_acc
0,0.41961703850672794,0.4311740803412902,0.3706589672300551,0.9489718245135413
1,0.3690964877605438,0.36766531070073444,0.33207761082384324,0.9416667620340983
2,0.4032290982894408,0.36183086075843907,0.32950713733832043,0.9493226971891191
3,0.3615398865479689,0.3271007707867867,0.32925987078083885,0.9594932595888773
4,0.35036800381464833,0.2973706754736411,0.33463402258025277,0.9494981401496463
5,0.3557913242242275,0.29291610916455585,0.34200476772255367,0.9503851135571798
6,0.35558383128581905,0.27624831004784656,0.32784223059813183,0.951774001121521
7,0.3477777865452644,0.2712944174806277,0.32733826173676384,0.955409457286199
8,0.34547742169636947,0.2596446164907553,0.3276166286733415,0.9544786479738023
9,0.3435165041532272,0.2646738602182804,0.32874928414821625,0.9458188083436754
10,0.3455164291155644,0.25415766869600004,0.33186808228492737,0.8707407845391167
11,0.3414125939210256,0.24284524948169023,0.32877934641308254,0.8768908911281161
12,0.3497182195767378,0.25257197175270474,0.3292258464627796,0.9573246439297994
13,0.34343775992210096,0.27349528001669127,0.3292044401168823,0.9155312776565552
14,0.34081989297500026,0.2517566273991878,0.3326094133986367,0.8572612669732835
15,0.3518936997040724,0.27260909286829144,0.33003269301520455,0.8943762679894766
16,0.33682806637042606,0.28024404228497773,0.331679481599066,0.9042544530497657
17,0.337567089841916,0.25844804102029556,0.33229129016399384,0.8986647791332669
18,0.3343056929417146,0.25824786187746585,0.330384021004041,0.9147125648127662
19,0.4061006613266774,0.25094354381928075,0.33001693586508435,0.8543908927175734
20,0.3520827316320859,0.3177654091746379,0.3238805780808131,0.9134747154182858
21,0.34049527499920285,0.3070006800385622,0.3268430961502923,0.9230897525946299
22,0.35945242987229276,0.28872919980532086,0.3270673569705751,0.9648928642272949
23,0.3437690199949803,0.31419478547878754,0.3231913447380066,0.9649123549461365
0,0.392424721748401,0.5938214117135757,0.29525408976607853,0.9631969564490848
1,0.3836788061337593,0.5310740012388963,0.28792252639929455,0.9624464677439796
2,0.3586683586621896,0.4676304516883997,0.321567436059316,0.9627680944071876
3,0.34778272532499754,0.46525864876233614,0.30524159636762405,0.9626998768912421
4,0.3492600466960516,0.42385513889483917,0.30459579825401306,0.9607992900742425
5,0.49162244491088086,0.3724145239744431,0.40119894180032944,0.8462281160884433
6,0.4957754535552783,0.32122919307305264,0.4320105579164293,0.619249552488327
7,0.4177361165101712,0.2651709404129248,0.42342772086461383,0.49440060721503365
8,0.381385611417966,0.21715474415283936,0.4026266319884194,0.6625828908549415
9,0.3904728217002673,0.21275865802398095,0.4320588691367043,0.5370370811886258
10,0.38328323990870744,0.20020467768876982,0.4093484762642119,0.7238840692573123
11,0.36032311885784835,0.20726382999848098,0.3902180211411582,0.7997174130545722
12,0.3529669103714136,0.22223459107753557,0.3704267789920171,0.8544444872273339
13,0.3475686877201765,0.23450741859582755,0.3652971088886261,0.8783821331130134
14,0.3448196584597612,0.23421277468785262,0.3638070838318931,0.8078704443242815
15,0.3423363169034322,0.22473683838660902,0.35429030656814575,0.8311745193269517
16,0.34210849687075,0.2282433584332466,0.34478046496709186,0.8376511169804467
17,0.33923279283902585,0.21225145688423744,0.33084484934806824,0.8797807726595137
18,0.3400371281000284,0.20254722906228823,0.3344341152244144,0.8222222824891409
19,0.337514280126645,0.19269118075951552,0.33383330868350136,0.8156287338998582
20,0.34060497734791195,0.18133827700064734,0.3385210914744271,0.7166472209824456
21,0.3362979992077901,0.17630116717937666,0.33176979753706193,0.8217398160033755
22,0.3381079592001744,0.18337606600461862,0.32824815478589797,0.8581433163748847
