epochs,loss,acc,val_loss,val_acc
0,0.32712659817188977,0.8751096684485674,0.13907853364944459,0.9649122953414917
1,0.16612446624785662,0.9614912763237953,0.13808841332793237,0.9649122953414917
2,0.15598082188516854,0.9635526686906815,0.13686034977436065,0.9649122953414917
3,0.15177135299891234,0.9638816110789776,0.13896788731217385,0.9649122953414917
4,0.1496255101636052,0.9643202036619186,0.13490938246250153,0.9649122953414917
5,0.14514833521097897,0.9645175710320473,0.13768837228417397,0.9649122953414917
6,0.14112628428265453,0.9650000311434269,0.13557542413473128,0.9629824787378312
7,0.1407652398571372,0.9644079275429249,0.15289464816451073,0.962894755601883
8,0.13987694066017867,0.9645395070314408,0.13930311650037766,0.9627193182706832
9,0.13771430561318992,0.9645614385604858,0.1374407883733511,0.9629824787378312
10,0.13686882788315416,0.9650219634175301,0.1448126494884491,0.9629824787378312
11,0.13448625626042485,0.9650877542793751,0.13621175810694694,0.9639474034309388
12,0.134645008854568,0.9655702076852322,0.13760074712336062,0.963245639204979
13,0.1352011521346867,0.9653728395700455,0.13790596835315228,0.9637719601392746
14,0.13269093465059995,0.9654386281967163,0.13582734987139702,0.9654386341571808
15,0.13126240409910678,0.9659649454057216,0.12762427777051927,0.9685965061187745
16,0.13010816359892488,0.9657017886638641,0.13582389950752258,0.9690351068973542
17,0.1298728276975453,0.9661403886973858,0.12738767489790917,0.9694736957550049
18,0.12741034086793662,0.9669737122952938,0.13434117883443833,0.9707894861698151
19,0.12612171592190863,0.9677412562072277,0.1253012612462044,0.9709649235010147
20,0.12159101748839021,0.9688596732914447,0.12578167580068111,0.9696491360664368
21,0.1232163549400866,0.9691008992493153,0.12800051905214788,0.9716666728258133
22,0.12049282165244221,0.9702631726861,0.11851618960499763,0.9719298303127288
23,0.11845738207921386,0.9712061576545239,0.11742862649261951,0.9723684251308441
24,0.11480717677623034,0.9725219391286373,0.11770633794367313,0.9729824632406234
25,0.11404149066656828,0.9733114078640938,0.11640974245965481,0.9741228073835373
26,0.11098680654540657,0.9743421077728271,0.11594630777835846,0.9738596498966217
27,0.11115842601284384,0.9746271930634975,0.11288943365216256,0.9748245596885681
28,0.10988497445359827,0.9753947369754314,0.12100043073296547,0.9727192968130112
29,0.10710606733337044,0.9766666613519192,0.11236553266644478,0.9760526210069657
30,0.10628182590007781,0.9774561330676079,0.11548145450651645,0.9749122709035873
31,0.10485738711431622,0.9769736781716347,0.11562909744679928,0.973771932721138
32,0.10249906601384282,0.9785526186227799,0.11262745521962643,0.9749122828245163
33,0.10156923960894346,0.9783771768212318,0.11450503990054131,0.9752631455659866
34,0.09824680890887975,0.9792762994766235,0.11504313610494137,0.9743859648704529
35,0.09958918979391455,0.9789473541080952,0.1144224975258112,0.9740350872278214
36,0.0981537769548595,0.9793201550841332,0.11084142178297043,0.9762280642986297
37,0.09502390502020716,0.9802192740142346,0.1102846160531044,0.9748245596885681
38,0.0965636258944869,0.9793420858681202,0.11440436877310275,0.9742982387542725
39,0.09586237017065287,0.9797368213534355,0.10750182718038559,0.9760526210069657
40,0.09179704608395696,0.9803727813065052,0.11106538251042367,0.9750877141952514
41,0.09090979117900133,0.980504360049963,0.10815533995628357,0.97578946352005
42,0.0911416987888515,0.98010962754488,0.1125530194491148,0.9757017433643341
43,0.09027191214263439,0.9803727805614472,0.10860441066324711,0.9751754432916642
44,0.08852312844246626,0.9810525991022587,0.11271086372435093,0.9747368425130845
45,0.08916728980839253,0.9802631303668022,0.10815609879791736,0.9757894665002823
46,0.08799559641629458,0.9805482193827629,0.11146106459200382,0.9758771866559982
47,0.08684000242501497,0.9808113746345043,0.10890184603631496,0.975438591837883
48,0.08730086786672472,0.9806797966361046,0.10677278712391854,0.9747368425130845
49,0.08480260400101543,0.9812280379235745,0.10815282240509987,0.9756140321493149
