epochs,loss,acc,val_loss,val_acc
0,0.5485217166252625,0.05385402659288584,0.408994616733657,0.6919688582420349
1,0.5683108675174224,0.04730994299722788,0.5183621380064223,0.8468811843130324
2,0.5654792617528867,0.040662393254490614,0.3325041201379564,0.9044494363996718
3,0.5629879671793717,0.025477957517768327,0.44411714209450615,0.8206969896952311
4,0.5703548445151403,0.05188034201721446,0.5245364705721537,0.886452340417438
5,0.5893299273955517,0.02122469654139609,0.5335733294487,0.27804093559583026
6,0.5661486669992789,0.0030015744642020226,0.5539989305867089,0.12466374205218421
7,0.5663093878672674,0.0017318938319080283,0.5288855930169424,0.2679580971598625
8,0.5656419595082601,0.0018319837919336397,0.5261986040406756,0.2149805078903834
9,0.5652556480505527,0.0015384615201186628,0.5145284053352144,0.2890497114923265
10,0.5658163756896288,0.0028103912962437905,0.5223902844720416,0.2530263149076038
11,0.5655389932485727,0.0009637876797709256,0.5273305277029673,0.2537573120660252
12,0.5659336447715759,0.0017656319988675069,0.525961567958196,0.3290204770035214
13,0.5666176661466941,0.003022941961553909,0.6141159103976356,0.40541424188348985
14,0.565535286298165,0.0017746288865918103,0.5980775886111789,0.39597953690422905
15,0.5745885517352667,0.00534300472729508,3.7515145275327892,0.2358966867129008
16,0.5652115062261239,0.00485042719661485,0.5655471649434831,0.0
17,0.5652971519873693,0.0009739091261648214,0.5655471649434831,0.0
18,0.565519508643028,0.0002316689135160488,0.5655471649434831,0.0
19,0.5655060250025529,0.0001900584828921964,0.5655471649434831,0.0
20,0.565534023138193,0.00013045433903850304,0.5655471649434831,0.0
21,0.565501814469313,0.00024403959030631738,0.5655471649434831,0.0
22,0.5655318299929301,0.0001889338742237156,0.5655471649434831,0.0
23,0.565535348195296,0.00044534412574228976,0.5655471649434831,0.0
24,0.5655471774247977,0.00011583445918334361,0.5655471649434831,0.0
25,0.5655314517326844,7.534862855279174e-05,0.5655471649434831,0.0
26,0.5655320752889682,0.00021367521427843408,0.5655471649434831,0.0
27,0.5655487279097239,6.747638541034971e-05,0.5655471649434831,0.0
28,0.5655149802183493,0.00019343230311418526,0.5655471649434831,0.0
29,0.5655154387156168,0.00010796221333573788,0.5655471649434831,0.0
30,0.6568205746320578,0.003252361398970093,0.7607123156388601,0.0
31,0.7564997887000059,0.000258659478276968,0.7607123156388601,0.0
32,0.7565058400997748,0.00010458839330031202,0.7607123156388601,0.0
33,0.7565058271090189,0.0001192082783792359,0.7607123156388601,0.0
34,0.7562626791306031,0.0009727844775718553,0.7607123156388601,0.0
35,0.7565542482412778,0.0005431848851283296,0.7607123156388601,0.0
36,0.7564255327750475,0.0003373819152049971,0.7607123156388601,0.0
37,0.7565059776489551,0.00012258209757512817,0.7607123156388601,0.0
38,0.7565058355148022,0.00010683760811867288,0.7607123156388601,0.0
39,0.7565058355148022,0.00012033288331645637,0.7607123156388601,0.0
40,0.7565063559092008,9.784075640103158e-05,0.7607123156388601,0.0
41,0.7565058370431265,0.00014732343464483842,0.7607123156388601,0.0
42,0.7565058316939917,0.00013945119709928686,0.7607123156388601,0.0
43,0.75650583475064,9.221772574491274e-05,0.7607123156388601,0.0
44,0.756505833986478,0.00014619882961433643,0.7607123156388601,0.0
45,0.756505833986478,8.097166004844416e-05,0.7607123156388601,0.0
46,0.7565062122467237,0.00010571299879722155,0.7607123156388601,0.0
47,0.7565058286373432,2.69905543133903e-05,0.7607123156388601,0.0
48,0.7565058294015053,4.723347042155906e-05,0.7607123156388601,0.0
49,0.7565059776489551,5.623031943403662e-05,0.7607123156388601,0.0
0,0.5407190307592734,0.08483468337605397,0.31202202207512325,0.952660901678933
1,0.5485919538216714,0.07185785029417811,0.321248859167099,0.9247028066052331
2,0.5588877086456006,0.04755285514805179,0.3578890959421794,0.7592934237586128
3,0.558821915051876,0.02429037297872874,0.3557068258523941,0.7603752944204543
4,0.5577981930512649,0.02270917629208177,0.28993841509024304,0.8595955868562063
0,0.4051435777010062,0.5028250106634238,0.4488029181957245,0.956208672788408
1,0.4095576539253577,0.4134041716655095,0.38093332449595135,0.9607603020138211
2,0.37462488504556507,0.41667003050828594,0.3726494958003362,0.9649123549461365
3,0.3640562857572849,0.40419027553154874,0.3824341744184494,0.9636647933059268
4,0.4010125287832358,0.4153711138627468,0.34856881697972614,0.9649123549461365
5,0.41516952484081954,0.39481106610634387,0.3362336953481038,0.9628607001569536
6,0.564105191291907,0.304144177872401,0.336965380443467,0.9648928675386641
7,0.5442231251643255,0.31956927726666134,0.34133072528574204,0.9648831254906125
8,0.45180498407437253,0.3083400816107408,0.33841528329584336,0.9647905362976922
9,0.376627769607764,0.30326135762226886,0.3352951755126317,0.9582895636558533
10,0.3610539612097618,0.26862011009301895,0.3343566192520989,0.9647271798716651
11,0.35447019529648316,0.2714316254624954,0.33391842742760974,0.9649123549461365
12,0.35377192688293946,0.25802631829029476,0.35358652306927574,0.8684259686205122
13,0.3742303275145017,0.24710413507926157,0.3476336846748988,0.9309698906209734
14,0.3731518517702054,0.24461651058533254,0.34867794149451786,0.8561160531308916
15,0.36794332892466813,0.25265519855878293,0.3370994809601042,0.9548831416500939
16,0.35679613856168896,0.2557467468656026,0.33558673328823513,0.9422954453362359
17,0.3547708109403268,0.24393388208670494,0.33337510294384426,0.9571248392264048
18,0.3629274968153391,0.24337607774979028,0.33373135328292847,0.8851267761654324
19,0.35136723671204007,0.22108187870337412,0.3338121788369285,0.879619965950648
20,0.3495550041015332,0.22824449436022684,0.3333667169014613,0.9361112283335792
21,0.3493057531424058,0.24155983901940858,0.3285760349697537,0.9233334296279483
22,0.3478474395397382,0.2302935209411841,0.32903040448824566,0.8976219164000617
23,0.3394858172306648,0.2313529174679365,0.33041036625703174,0.8895614677005343
24,0.33785693958783763,0.2294230906245036,0.32707160380151534,0.9020566046237946
25,0.3405025093219219,0.24718736990904197,0.32553111016750336,0.9642983244525062
26,0.3379779565028655,0.25108975878892803,0.3368671006626553,0.7970176041126251
27,0.33649669931485104,0.23450743846404246,0.33005644215477836,0.8719639678796133
28,0.33440540425288373,0.21198493662552956,0.34417860044373405,0.7572027676635318
29,0.33338790673476,0.22597729624846044,0.32372600502438015,0.9648684925503201
30,0.34141510037275463,0.2503745116484471,0.33125349216991,0.9648879898918999
31,0.33469822238653135,0.2334784175723027,0.33065254986286163,0.9649123549461365
32,0.3317098518212636,0.23686574265742913,0.3307058546278212,0.9555458923180898
33,0.3332299269162692,0.22893838431590643,0.3307106031311883,0.9317983521355523
34,0.32958865624207717,0.22543187133776835,0.3305174907048543,0.9216131336159177
35,0.3307990114658307,0.230029257444235,0.3301922331253688,0.9564036064677768
36,0.33084700237482023,0.22845817662966558,0.330778858727879,0.9627632167604234
37,0.32730024174237865,0.23002363741397858,0.32816988892025417,0.9299074742529128
38,0.32642140373205525,0.2297301152959848,0.33073894017272526,0.9097856316301558
39,0.33523062903147477,0.22645638405512541,0.3274431559774611,0.9624172184202406
40,0.3408910693266453,0.22522155787700263,0.3303296814362208,0.9190351665019989
41,0.33386737146438694,0.23598292355354017,0.3297983937793308,0.8712524871031443
42,0.33011788588303786,0.22450742641320595,0.32863004008928937,0.8459698392285241
43,0.32931600281825435,0.2266824212975991,0.32815155386924744,0.9383870330121782
44,0.3264553413177148,0.2266756670597272,0.32517385813925004,0.9003119601143731
45,0.3272755359992003,0.21592554793908045,0.3279255231221517,0.8786014086670346
46,0.326486953940147,0.2066104259246435,0.3278354886505339,0.8765058914820353
47,0.32989197740188014,0.20779576439123887,0.3263927830590142,0.9292301171355777
48,0.32638249488977283,0.21471547736571386,0.32552942799197304,0.8941715889506869
49,0.3241320351759593,0.21699281132374054,0.32761440177758533,0.9081969559192657
0,0.36766429599374534,0.8622587859630585,0.14231895208358764,0.9649122953414917
1,0.17744056414812803,0.9590351387858391,0.15055208057165145,0.9649122953414917
2,0.16615978945046664,0.9624781168997287,0.14256288409233092,0.9649122953414917
3,0.16066069193184376,0.9635526709258556,0.14145779684185983,0.9649122953414917
4,0.154418034106493,0.9641228370368481,0.1382961556315422,0.9649122953414917
5,0.15183924697339535,0.9646930046379566,0.1484677366912365,0.9649122953414917
6,0.15081654377281667,0.9644079215824604,0.14334808215498923,0.9649122953414917
7,0.1501498233526945,0.9647368609905242,0.1414421781897545,0.9649122953414917
8,0.14724631551653147,0.9647149316966533,0.14408713579177856,0.9649122953414917
9,0.1487926160916686,0.9647587902843953,0.14292023479938507,0.9649122953414917
10,0.14585535041987896,0.9649122953414917,0.14052057191729544,0.9649122953414917
11,0.146282228641212,0.9648903660476208,0.14240156039595603,0.9649122953414917
12,0.14535279106348753,0.9648903660476208,0.13942962065339087,0.9649122953414917
13,0.1448968630284071,0.9649122953414917,0.13809080868959428,0.9649122953414917
14,0.14573131110519172,0.9649122953414917,0.1408338353037834,0.9649122953414917
15,0.1448350651189685,0.9649122953414917,0.13985780104994774,0.9649122953414917
16,0.14395973421633243,0.9649122953414917,0.14231949672102928,0.9649122953414917
17,0.14398794881999494,0.9649122953414917,0.1418592430651188,0.9649122953414917
18,0.1441818865016103,0.9649122953414917,0.14242266938090326,0.9649122953414917
19,0.1437849961221218,0.9649122953414917,0.1398223467171192,0.9649122953414917
20,0.1422433054074645,0.9649122953414917,0.14207699298858642,0.9649122953414917
21,0.14264734219759703,0.9649122953414917,0.14060054048895837,0.9649122953414917
22,0.14240231979638338,0.9649122953414917,0.14351236522197724,0.9649122953414917
23,0.14258729461580516,0.9649122953414917,0.13877908140420914,0.9649122953414917
24,0.14280429091304542,0.9649122953414917,0.14118870720267296,0.9649122953414917
25,0.14184557013213633,0.9649122953414917,0.13967734202742577,0.9649122953414917
26,0.14353928659111262,0.9649122953414917,0.1387534484267235,0.9649122953414917
27,0.14091870207339524,0.9649122953414917,0.1404749795794487,0.9649122953414917
28,0.14207662548869848,0.9649122953414917,0.1396293058991432,0.9649122953414917
29,0.14137381464242935,0.9649122953414917,0.13910475745797157,0.9649122953414917
30,0.14201701283454896,0.9649122953414917,0.14035605192184447,0.9649122953414917
