,val_loss,val_acc,loss,acc,lr
0,0.13834811896085739,0.9649122953414917,0.2956545451655984,0.8899561636149883,0.0010000000474974513
1,0.12848394215106965,0.9682456314563751,0.1611850881949067,0.9624342560768128,0.0010000000474974513
2,0.13228568881750108,0.9669298440217972,0.15006280429661273,0.9639474131166935,0.0010000000474974513
3,0.13100322484970092,0.9683333545923233,0.14442386087030173,0.9643421456217766,0.0010000000474974513
4,0.13265264108777047,0.9669298470020294,0.13887178227305413,0.9655482806265354,0.0010000000474974513
5,0.1352911528199911,0.961052656173706,0.13503073286265135,0.9663596823811531,0.0010000000474974513
6,0.13320729695260525,0.9678947508335114,0.1308448594994843,0.9672588005661964,0.0009000000427477062
7,0.12809804305434228,0.9657017916440964,0.12807664824649692,0.9678947657346726,0.0009000000427477062
8,0.13173564225435258,0.964824578166008,0.12498565260320901,0.9698465093970299,0.0009000000427477062
9,0.1340821862220764,0.9635087937116623,0.12338813869282603,0.9696930043399334,0.0009000000427477062
10,0.13327439799904822,0.9644737154245376,0.11983966147527099,0.9716228187084198,0.0009000000427477062
11,0.1411802064627409,0.9620175421237945,0.11830236623063684,0.9729605354368687,0.0009000000427477062
12,0.1373727299273014,0.963157919049263,0.11589350402355195,0.973750001937151,0.0008100000559352338
13,0.1403969470411539,0.9634210705757141,0.11304141003638506,0.9746710531413555,0.0008100000559352338
14,0.1392250508069992,0.9637719392776489,0.11233227783814073,0.9745833359658718,0.0008100000559352338
15,0.14042885340750216,0.9628947377204895,0.10978894922882318,0.9759210474789143,0.0008100000559352338
16,0.1392967753112316,0.9646491318941116,0.10644196756184102,0.9772368341684341,0.0007290000794455409
17,0.1406055700033903,0.9636842012405396,0.10663788039237261,0.9764912210404872,0.0007290000794455409
18,0.14702088497579097,0.96377192735672,0.10480150990188122,0.9776754312217235,0.0007290000794455409
19,0.14729312919080256,0.9644736915826797,0.10227765152230858,0.9781798176467419,0.0007290000794455409
20,0.1527976833283901,0.9642982482910156,0.10086434660479426,0.9782675325870513,0.0006561000482179224
21,0.14285294227302076,0.9657017648220062,0.0994911938905716,0.9793201588094235,0.0006561000482179224
22,0.14877408780157567,0.9654385864734649,0.09778368035331368,0.9793201602995396,0.0006561000482179224
23,0.15069066025316716,0.9651754409074783,0.09616224672645331,0.9798903279006481,0.0006561000482179224
24,0.1545808020979166,0.9634210646152497,0.09568401826545596,0.979539456218481,0.0005904900608584285
25,0.1513617757707834,0.965350890159607,0.09442771645262837,0.979999978095293,0.0005904900608584285
26,0.1532600462436676,0.9650877118110657,0.09294560626149177,0.9803289242088795,0.0005904900608584285
27,0.14758659861981868,0.9666666686534882,0.09262565253302454,0.980460499972105,0.0005904900608584285
28,0.15471647791564463,0.9640350967645646,0.0924891066737473,0.9802192717790603,0.0005314410664141178
29,0.15166899785399438,0.9647368520498276,0.09224314531311392,0.9806359387934208,0.0005314410664141178
30,0.1519187018275261,0.9660526275634765,0.09034136179834604,0.9805262930691242,0.0005314410664141178
31,0.15079891830682754,0.964912286400795,0.09148500757291914,0.9805043622851372,0.0005314410664141178
32,0.1567591942846775,0.9659649103879928,0.08935001967474818,0.9807894431054592,0.00047829694813117385
33,0.15827650353312492,0.9658771932125092,0.09020947022363543,0.9805920779705047,0.00047829694813117385
34,0.15286835469305515,0.9662280678749084,0.08791040042415262,0.9808113716542721,0.00047829694813117385
35,0.15503491200506686,0.9661403477191925,0.08873036811128258,0.9808771647512913,0.00047829694813117385
36,0.15834263972938062,0.9661403566598892,0.08816653378307819,0.9809210255742074,0.00043046724749729037
37,0.1558815285563469,0.9666666746139526,0.08826177883893252,0.9807236529886723,0.00043046724749729037
38,0.15355181880295277,0.9661403506994247,0.088274981174618,0.9804824285209179,0.00043046724749729037
39,0.15781607180833818,0.9656140387058259,0.08681748500093818,0.9810525991022587,0.00043046724749729037
40,0.15646132193505763,0.9657017529010773,0.08649323536083102,0.9811622470617294,0.0003874205285683274
41,0.1632181905210018,0.9655263125896454,0.085939178802073,0.9811183899641037,0.0003874205285683274
42,0.1597106482833624,0.965087714791298,0.08585979519411921,0.9812499657273293,0.0003874205285683274
43,0.16592170111835003,0.9657017588615417,0.085281250346452,0.9812280371785164,0.0003874205285683274
44,0.15972987823188306,0.9657894760370255,0.08569383434951305,0.9811403155326843,0.0003486784698907286
45,0.15981175675988196,0.9650877237319946,0.0846259911544621,0.9813157550990581,0.0003486784698907286
46,0.15827490128576754,0.9665789484977723,0.0853156010620296,0.9811841785907746,0.0003486784698907286
47,0.16352060548961161,0.9657894790172576,0.0837773585692048,0.9810745283961296,0.0003486784698907286
48,0.16166848950088025,0.9647368431091309,0.08391735162585974,0.9813596114516259,0.0003138106258120388
49,0.16529615819454194,0.9644736856222152,0.08341823862865567,0.9815569818019867,0.0003138106258120388
