,val_loss,val_acc,loss,acc,lr
0,0.13507373109459878,0.9649122953414917,0.30967875439673664,0.887741257250309,0.0010000000474974513
1,0.1306710198521614,0.9680701911449432,0.16155736446380614,0.9621491730213165,0.0010000000474974513
2,0.1285032495856285,0.9673684358596801,0.15058885533362626,0.9637500427663326,0.0010000000474974513
3,0.12785943187773227,0.9682456254959106,0.1454941055737436,0.9650877520442009,0.0010000000474974513
4,0.14044944532215595,0.9674561619758606,0.14060822362080216,0.9656798601150512,0.0010000000474974513
5,0.133493709936738,0.9656140685081482,0.1351901394315064,0.965767576545477,0.0010000000474974513
6,0.13145440258085728,0.9649123132228852,0.1320303985849023,0.9673465214669704,0.0010000000474974513
7,0.13195985183119774,0.9665789783000946,0.13059488097205757,0.9671491511166096,0.0010000000474974513
8,0.13309087343513964,0.9652631729841232,0.12669086474925279,0.9680044136941433,0.0009000000427477062
9,0.12671064771711826,0.9678947448730468,0.12628272213041783,0.9681140586733818,0.0009000000427477062
10,0.13819339349865914,0.9647368609905242,0.12454720856621862,0.9689473927021026,0.0009000000427477062
11,0.13949712179601192,0.9648245751857758,0.12118584793061019,0.9701973870396614,0.0009000000427477062
12,0.13083175234496594,0.9675438612699508,0.1193900297395885,0.9715789631009102,0.0009000000427477062
13,0.1391123954206705,0.9642105400562286,0.11863537263125182,0.972565796226263,0.0009000000427477062
14,0.13672345019876958,0.9666666686534882,0.11525014713406563,0.9739473730325698,0.0008100000559352338
15,0.1368517830967903,0.9670175552368164,0.11402084594592451,0.9747368425130845,0.0008100000559352338
16,0.1503160558640957,0.9644736975431443,0.1121720657683909,0.9754605263471603,0.0008100000559352338
17,0.14415953755378724,0.9651754558086395,0.11047398457303644,0.9766008712351322,0.0008100000559352338
18,0.14333789199590682,0.9660526394844056,0.10819810181856156,0.9781359560787678,0.0007290000794455409
19,0.14427343495190142,0.9664912223815918,0.10758934970945119,0.9785306870937347,0.0007290000794455409
20,0.14775267653167248,0.9658772021532058,0.1048714137636125,0.9792324379086494,0.0007290000794455409
21,0.15920278131961824,0.9645614057779313,0.10392731241881847,0.9797148942947388,0.0007290000794455409
22,0.15144808441400529,0.9663157939910889,0.10432594623416662,0.97896928191185,0.0006561000482179224
23,0.15249020531773566,0.9657017678022385,0.10274271769449114,0.979956116527319,0.0006561000482179224
24,0.15364306904375552,0.9653508782386779,0.10145556498318911,0.979978047311306,0.0006561000482179224
25,0.1573868278414011,0.9649122923612594,0.10136542906984687,0.9802850596606731,0.0006561000482179224
26,0.15366674810647965,0.9666666775941849,0.09925421969965101,0.9806359373033047,0.0005904900608584285
27,0.1557030461728573,0.9663157939910889,0.09641311252489686,0.9810087412595749,0.0005904900608584285
28,0.15694330930709838,0.96605264544487,0.09807223454117775,0.9810964599251747,0.0005904900608584285
29,0.1596192542463541,0.9650000005960464,0.09600656013935804,0.9812718942761421,0.0005904900608584285
30,0.15417915098369123,0.9667543947696686,0.09518130952492357,0.981359614431858,0.0005314410664141178
31,0.1548196841031313,0.9662280648946762,0.09548829961568117,0.9808552339673042,0.0005314410664141178
32,0.15526824109256268,0.9664035081863404,0.09553545666858554,0.9812280349433422,0.0005314410664141178
33,0.1565737511962652,0.9653508812189102,0.0929108931683004,0.9815131217241287,0.0005314410664141178
34,0.16542559899389744,0.9636842221021652,0.09295855266973377,0.9810964584350585,0.00047829694813117385
35,0.16258769296109676,0.9658771872520446,0.09293344458565116,0.9814473316073418,0.00047829694813117385
36,0.16386630944907665,0.9663157999515534,0.09152116999030113,0.981337683647871,0.00047829694813117385
37,0.1652621768414974,0.9648245811462403,0.0914023119956255,0.9814911894500256,0.00047829694813117385
38,0.16043597422540187,0.9668421119451522,0.0916269245557487,0.9813157580792904,0.00043046724749729037
39,0.1610115233808756,0.9668421089649201,0.09134313510730863,0.9811622485518455,0.00043046724749729037
40,0.16867706626653672,0.9660526424646377,0.09004082232713699,0.9812938243150711,0.00043046724749729037
41,0.15328508466482163,0.9667543917894363,0.09028900321573019,0.981293822824955,0.00043046724749729037
42,0.16520158797502518,0.9663157910108566,0.0888499615713954,0.9814473330974579,0.0003874205285683274
43,0.15849700272083284,0.9668421149253845,0.08864806741476058,0.9814692631363868,0.0003874205285683274
44,0.16083368845283985,0.9667543917894363,0.08860429506748915,0.981732415407896,0.0003874205285683274
45,0.16657231897115707,0.9655263274908066,0.08888876270502806,0.9814473330974579,0.0003874205285683274
46,0.1660839829593897,0.9667543917894363,0.08824243461713195,0.9816008396446705,0.0003486784698907286
47,0.16383378729224204,0.9664912343025207,0.08714283173903822,0.9817104868590831,0.0003486784698907286
48,0.17273261062800885,0.9654386073350907,0.08848402677103877,0.9816227689385414,0.0003486784698907286
49,0.1672253403812647,0.9666666686534882,0.08610217962414027,0.9816885575652122,0.0003486784698907286
