,val_loss,val_accuracy,loss,accuracy,lr
0,0.1612504281103611,0.9649123549461365,0.35438735485076905,0.8779385089874268,0.0010000000474974513
1,0.16453698575496672,0.965175449848175,0.17476300466805697,0.9589914083480835,0.0010000000474974513
2,0.16532022804021834,0.9653509259223938,0.16078950762748717,0.9616885185241699,0.0010000000474974513
3,0.16389905363321305,0.9652631878852844,0.15383221618831158,0.962653398513794,0.0010000000474974513
4,0.1586287386715412,0.9654386043548584,0.14870139230042695,0.9633991718292236,0.0010000000474974513
5,0.17304009795188904,0.9649122357368469,0.14711388237774373,0.9641887545585632,0.0010000000474974513
6,0.16928784549236298,0.9649999737739563,0.14214021870866417,0.9646930694580078,0.0010000000474974513
7,0.158213272690773,0.9654386639595032,0.1385872483253479,0.9648902416229248,0.0010000000474974513
8,0.16246917396783828,0.9650877118110657,0.13762100785970688,0.9654165506362915,0.0010000000474974513
9,0.15873670056462288,0.9647367596626282,0.1355448487214744,0.9659212231636047,0.0010000000474974513
10,0.1598159648478031,0.9663158655166626,0.13327137362211944,0.9657456278800964,0.0010000000474974513
11,0.1561990424990654,0.9665789008140564,0.12842936301603913,0.9665350914001465,0.0010000000474974513
12,0.15745155625045298,0.9686843156814575,0.12730870051309467,0.967522144317627,0.0010000000474974513
13,0.14704649560153485,0.9690350890159607,0.1237859814427793,0.9677630662918091,0.0010000000474974513
14,0.15031179301440717,0.9695613384246826,0.12009941712021828,0.9685525298118591,0.0010000000474974513
15,0.14179159179329873,0.9699122905731201,0.11957830423489213,0.969276487827301,0.0010000000474974513
16,0.13287211172282695,0.9689472913742065,0.11584853706881404,0.9709649682044983,0.0010000000474974513
17,0.13194599598646164,0.9699123501777649,0.1123779870569706,0.9718643426895142,0.0010000000474974513
18,0.13510554991662502,0.9712280035018921,0.10993415219709277,0.9730044603347778,0.0010000000474974513
19,0.1321804504841566,0.9707894325256348,0.10696671893820167,0.9739252328872681,0.0010000000474974513
20,0.13217024318873882,0.9705263376235962,0.10574499731883406,0.9739033579826355,0.0010000000474974513
21,0.13077893890440465,0.9710527062416077,0.10461327657103539,0.9743420481681824,0.0010000000474974513
22,0.13147492296993732,0.9716666340827942,0.10142346825450659,0.9754164814949036,0.0010000000474974513
23,0.12600961029529573,0.9716666340827942,0.09969843486323952,0.9759430885314941,0.0010000000474974513
24,0.1210311621427536,0.9722806811332703,0.0973301900550723,0.9763595461845398,0.0010000000474974513
25,0.1251447718590498,0.9720175266265869,0.09757218966260553,0.9762279987335205,0.0010000000474974513
26,0.12565324679017068,0.9733332991600037,0.09528385894373059,0.9767322540283203,0.0010000000474974513
27,0.12294186539947986,0.9726314544677734,0.09314287304878235,0.977017343044281,0.0010000000474974513
28,0.12219694256782532,0.9731578826904297,0.09090167740359903,0.9780042171478271,0.0010000000474974513
29,0.11674203984439373,0.9729824066162109,0.08834213661029935,0.9782892465591431,0.0009000000427477062
30,0.12113462314009667,0.9728947281837463,0.08740329137071967,0.9781579375267029,0.0009000000427477062
31,0.12269321978092193,0.9725437760353088,0.08652038564905525,0.9786183834075928,0.0009000000427477062
32,0.11717569082975388,0.9723682999610901,0.0855317990295589,0.978508710861206,0.0009000000427477062
33,0.1178024422377348,0.9721929430961609,0.08311245320364832,0.9784427881240845,0.0009000000427477062
34,0.11821107231080533,0.9727192521095276,0.08323968891054392,0.9785307049751282,0.0008100000559352338
35,0.1176432367414236,0.9722805619239807,0.08229630221612752,0.9790128469467163,0.0008100000559352338
36,0.118199223279953,0.9718420505523682,0.07961766929365695,0.9792982339859009,0.0008100000559352338
37,0.11278360635042191,0.9723684191703796,0.07821630802936852,0.9792541265487671,0.0008100000559352338
38,0.11310633979737758,0.9729824066162109,0.07758104554377496,0.9791445136070251,0.0008100000559352338
39,0.11295998878777028,0.9725437164306641,0.07778430283069611,0.9794518947601318,0.0008100000559352338
40,0.11452818997204303,0.971754252910614,0.07575782802887261,0.9793200492858887,0.0008100000559352338
41,0.11285259872674942,0.9720174670219421,0.07683304329402744,0.9789252281188965,0.0008100000559352338
42,0.11441840305924415,0.9718421101570129,0.07598938839510083,0.9793859124183655,0.0007290000794455409
43,0.11374933309853077,0.9718421101570129,0.07455950942821801,0.9796710014343262,0.0007290000794455409
44,0.11336044669151306,0.9716666340827942,0.07274738289415836,0.9794957041740417,0.0007290000794455409
45,0.1118098832666874,0.9713157415390015,0.07321988400071859,0.9797586798667908,0.0007290000794455409
46,0.11002923622727394,0.9713157415390015,0.07060549925081432,0.9794516563415527,0.0007290000794455409
47,0.11326195485889912,0.9711402654647827,0.07004857803694904,0.9795174598693848,0.0007290000794455409
48,0.11078468449413777,0.9721052646636963,0.07047614445909858,0.979868471622467,0.0007290000794455409
49,0.1105051428079605,0.972280740737915,0.0683137493673712,0.9794296026229858,0.0007290000794455409
