,val_loss,val_accuracy,loss,accuracy,lr
0,0.19023133143782617,0.9649123549461365,0.3600628895685077,0.8739692568778992,0.0010000000474974513
1,0.18738176673650742,0.9647369384765625,0.17736010272055863,0.9583553075790405,0.0010000000474974513
2,0.19447796940803527,0.9641227722167969,0.16125430297106505,0.9620614051818848,0.0010000000474974513
3,0.2050372026860714,0.9629824161529541,0.15283637940883638,0.963552713394165,0.0010000000474974513
4,0.1898767314851284,0.9631578922271729,0.14762982316315174,0.9649339914321899,0.0010000000474974513
5,0.1961937963962555,0.9629824161529541,0.14143941849470137,0.9663375616073608,0.0010000000474974513
6,0.20020817816257477,0.9630702137947083,0.1395364325493574,0.9664034843444824,0.0009000000427477062
7,0.21833057552576066,0.9628947377204895,0.13498317683115602,0.967017650604248,0.0009000000427477062
8,0.20771780014038085,0.9628946781158447,0.13214584505185484,0.9678069353103638,0.0009000000427477062
9,0.2070833094418049,0.9620174169540405,0.1284131020307541,0.9682456254959106,0.0009000000427477062
10,0.20476235151290895,0.9614911675453186,0.12742661098018288,0.9684868454933167,0.0008100000559352338
11,0.20601514875888824,0.9616666436195374,0.12496416689828038,0.9704169631004333,0.0008100000559352338
12,0.19531690701842308,0.9614911675453186,0.12162257498130202,0.9710307121276855,0.0008100000559352338
13,0.20037179365754126,0.9619297981262207,0.11777556817978621,0.9716227054595947,0.0008100000559352338
14,0.20280704647302628,0.9613156914710999,0.116122751776129,0.9730481505393982,0.0007290000794455409
15,0.19945635199546813,0.9621928930282593,0.11425466574728489,0.9724121689796448,0.0007290000794455409
16,0.19707653820514678,0.961754322052002,0.11035841386765241,0.9738376140594482,0.0007290000794455409
17,0.202359326928854,0.9616665840148926,0.10788838816806674,0.9743419885635376,0.0007290000794455409
18,0.2076168715953827,0.9614033699035645,0.10701152486726642,0.975131630897522,0.0006561000482179224
19,0.2045258842408657,0.960614025592804,0.10403898097574711,0.9752850532531738,0.0006561000482179224
20,0.2065354473888874,0.960614025592804,0.10220897933468223,0.9758552312850952,0.0006561000482179224
21,0.19913724958896636,0.9607895016670227,0.10100347101688385,0.9766228199005127,0.0006561000482179224
22,0.2005484566092491,0.961578905582428,0.10022410303354264,0.9769734144210815,0.0005904900608584285
23,0.19896289557218552,0.9610525369644165,0.09648672426119446,0.9775218367576599,0.0005904900608584285
24,0.19435011893510817,0.9617544412612915,0.09716065051034092,0.9775877594947815,0.0005904900608584285
25,0.19981277510523796,0.9605263471603394,0.09527161046862602,0.9777849316596985,0.0005904900608584285
26,0.19880319833755494,0.9611402750015259,0.09467055667191744,0.9777191281318665,0.0005314410664141178
27,0.19609180986881256,0.961052656173706,0.09297742117196321,0.9779822826385498,0.0005314410664141178
28,0.1979896083474159,0.9599122405052185,0.09157734606415033,0.9788815379142761,0.0005314410664141178
29,0.20448827594518662,0.9613157510757446,0.09199944119900465,0.9784209728240967,0.0005314410664141178
30,0.19406732320785522,0.9612280130386353,0.08833200242370368,0.9787718057632446,0.00047829694813117385
31,0.19264111369848252,0.9601754546165466,0.086517636757344,0.9792104363441467,0.00047829694813117385
32,0.1929781697690487,0.9612281322479248,0.08773434218019246,0.9791228771209717,0.00047829694813117385
33,0.19447387009859085,0.9611402750015259,0.08553040502592921,0.9793639183044434,0.00047829694813117385
34,0.1967978335916996,0.9599121809005737,0.08727769306860864,0.9792324900627136,0.00043046724749729037
35,0.19723147079348563,0.9600876569747925,0.08406535387039185,0.9791447520256042,0.00043046724749729037
36,0.20017429292201996,0.9607894420623779,0.08315850575454534,0.9799121618270874,0.00043046724749729037
37,0.19969360083341597,0.9604385495185852,0.08414969826117158,0.9788815975189209,0.00043046724749729037
38,0.19673275277018548,0.9599122405052185,0.08181982175447047,0.9793638586997986,0.0003874205285683274
39,0.1953073814511299,0.9611402153968811,0.08147925324738026,0.9796929955482483,0.0003874205285683274
40,0.19667524993419647,0.9603508710861206,0.08018906074576079,0.9794516563415527,0.0003874205285683274
41,0.19553628116846083,0.9611403942108154,0.07981773167848587,0.9798024892807007,0.0003874205285683274
42,0.19477354660630225,0.96043860912323,0.07872461965307594,0.9796051979064941,0.0003486784698907286
43,0.19584098681807519,0.9603508114814758,0.07916454821825028,0.9796050786972046,0.0003486784698907286
44,0.19524533227086066,0.9612281322479248,0.07678028163500131,0.9796051979064941,0.0003486784698907286
45,0.19042195454239846,0.960614025592804,0.07795746107585728,0.9796930551528931,0.0003486784698907286
46,0.191033748537302,0.9601753950119019,0.07842145976610482,0.9793858528137207,0.0003138106258120388
47,0.1925726354122162,0.9603508710861206,0.0761711970437318,0.9796270728111267,0.0003138106258120388
48,0.1947528153657913,0.96043860912323,0.07613114477135241,0.9798904657363892,0.0003138106258120388
49,0.1934724695980549,0.961403489112854,0.07700991001911461,0.9791668653488159,0.0003138106258120388
